Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool
10,23;-2,69;0,12;-0,01;-0,07;0,08;29,17;Mov04;Mov04;1;VERDADERO
10,19;-2,74;0,14;-0,03;-0,07;0,09;29,18;Mov04;Mov04;1;VERDADERO
9,91;-2,89;0,03;-0,09;-0,06;0,13;29,16;Mov04;Mov04;1;VERDADERO
9,88;-3;-0,01;-0,1;-0,07;0,14;29,17;Mov04;Mov04;1;VERDADERO
9,86;-3,06;-0,08;-0,11;-0,07;0,13;29,17;Mov04;Mov04;1;VERDADERO
9,56;-3,35;-0,14;-0,12;-0,07;0,14;29,17;Mov04;Mov04;1;VERDADERO
9,53;-3,38;-0,17;-0,12;-0,08;0,13;29,17;Mov04;Mov04;1;VERDADERO
9,5;-3,37;-0,24;-0,13;-0,09;0,12;29,17;Mov04;Mov04;1;VERDADERO
9,44;-3,55;-0,47;-0,08;-0,1;0,08;29,17;Mov04;Mov04;1;VERDADERO
9,45;-3,56;-0,47;-0,07;-0,11;0,08;29,17;Mov04;Mov04;1;VERDADERO
9,46;-3,58;-0,45;-0,06;-0,11;0,08;29,18;Mov04;Mov04;1;VERDADERO
9,45;-3,61;-0,32;-0,03;-0,12;0,07;29,17;Mov04;Mov04;1;VERDADERO
9,45;-3,6;-0,3;-0,03;-0,13;0,06;29,17;Mov04;Mov04;1;VERDADERO
9,51;-3,54;-0,34;-0,03;-0,14;0,03;29,17;Mov04;Mov04;1;VERDADERO
10,03;-3,15;-0,42;-0,07;-0,11;-0,04;29,17;Mov04;Mov04;1;VERDADERO
10,05;-3,08;-0,4;-0,08;-0,1;-0,03;29,18;Mov04;Mov04;1;VERDADERO
10,07;-3,02;-0,39;-0,08;-0,09;-0,02;29,18;Mov04;Mov04;1;VERDADERO
10,09;-2,97;-0,34;-0,12;-0,06;0;29,17;Mov04;Mov04;0,9883;VERDADERO
10,11;-3;-0,35;-0,13;-0,06;0,01;29,17;Mov04;Mov04;0,9883;VERDADERO
10,13;-3;-0,35;-0,14;-0,06;0,01;29,18;Mov04;Mov04;0,9883;VERDADERO
10,18;-2,83;-0,49;-0,1;-0,05;0,04;29,17;Mov04;Mov04;0,9883;VERDADERO
10,16;-2,82;-0,44;-0,1;-0,04;0,06;29,16;Mov04;Mov04;0,9883;VERDADERO
10,11;-2,83;-0,39;-0,1;-0,02;0,07;29,17;Mov04;Mov04;0,8984;VERDADERO
10,09;-2,99;-0,36;-0,07;-0,09;0,08;29,21;Mov04;Mov04;0,8984;VERDADERO
10,07;-2,95;-0,4;-0,07;-0,09;0,08;29,19;Mov04;Mov04;0,8984;VERDADERO
10,05;-2,93;-0,42;-0,06;-0,09;0,08;29,2;Mov04;Mov04;0,8984;VERDADERO
9,9;-2,97;-0,43;-0,03;-0,1;0,09;29,19;Mov04;Mov04;0,8984;VERDADERO
9,88;-2,97;-0,42;-0,02;-0,11;0,1;29,19;Mov04;Mov04;0,8984;VERDADERO
9,88;-2,98;-0,39;0,01;-0,12;0,1;29,18;Mov04;Mov00;0,6953;FALSO
10,09;-2,89;-0,32;0,07;-0,2;0,12;29,18;Mov04;Mov00;0,6953;FALSO
10,11;-2,84;-0,36;0,06;-0,2;0,12;29,19;Mov04;Mov00;0,6953;FALSO
10,14;-2,79;-0,44;0,04;-0,2;0,13;29,19;Mov04;Mov00;0,6953;FALSO
10,08;-2,67;-0,73;-0,04;-0,13;0,15;29,18;Mov04;Mov00;0,6953;FALSO
10,03;-2,71;-0,8;-0,07;-0,11;0,16;29,17;Mov04;Mov00;0,4903;FALSO
9,99;-2,78;-0,84;-0,09;-0,09;0,16;29,17;Mov04;Mov00;0,4903;FALSO
9,82;-2,94;-0,97;-0,02;-0,1;0,24;29,19;Mov04;Mov00;0,4903;FALSO
9,74;-2,95;-1,03;-0,02;-0,1;0,26;29,18;Mov04;Mov00;0,4903;FALSO
9,66;-2,99;-1,06;-0,02;-0,1;0,27;29,18;Mov04;Mov00;0,4903;FALSO
9,23;-3,64;-1,42;-0,01;-0,1;0,24;29,19;Mov04;Mov04;1;VERDADERO
9,13;-3,67;-1,44;0,01;-0,1;0,24;29,18;Mov04;Mov04;1;VERDADERO
9,04;-3,68;-1,41;0,04;-0,12;0,24;29,18;Mov04;Mov04;1;VERDADERO
8,79;-3,75;-1,42;0,08;-0,16;0,24;29,18;Mov04;Mov04;1;VERDADERO
8,75;-3,78;-1,46;0,08;-0,17;0,23;29,17;Mov04;Mov04;1;VERDADERO
8,68;-3,87;-1,56;0,08;-0,17;0,23;29,19;Mov04;Mov04;0,9609;VERDADERO
8,27;-4,36;-1,82;-0,05;-0,09;0,13;29,19;Mov04;Mov04;0,9609;VERDADERO
8,23;-4,38;-1,86;-0,08;-0,09;0,1;29,18;Mov04;Mov04;0,9609;VERDADERO
8,2;-4,37;-1,96;-0,1;-0,1;0,06;29,17;Mov04;Mov04;0,9609;VERDADERO
8,4;-4,3;-2,45;-0,15;-0,08;-0,08;29,18;Mov04;Mov04;0,9609;VERDADERO
8,52;-4,27;-2,64;-0,14;-0,04;-0,12;29,17;Mov04;Mov04;0,9883;VERDADERO
8,56;-4,27;-2,63;-0,13;-0,02;-0,14;29,18;Mov04;Mov04;0,9883;VERDADERO
8,86;-4,11;-2,18;0,04;0,02;-0,16;29,18;Mov04;Mov04;0,9883;VERDADERO
8,89;-4,1;-2,09;0,06;0,02;-0,16;29,18;Mov04;Mov04;0,9883;VERDADERO
8,91;-4,1;-1,98;0,07;0,03;-0,15;29,18;Mov04;Mov04;0,9883;VERDADERO
9,13;-3,79;-2,04;-0,08;0,09;-0,27;29,18;Mov04;Mov04;1;VERDADERO
9,13;-3,79;-2,01;-0,08;0,11;-0,27;29,17;Mov04;Mov04;1;VERDADERO
9,15;-3,8;-1,94;-0,07;0,12;-0,26;29,16;Mov04;Mov04;1;VERDADERO
9,19;-3,73;-1,78;-0,02;0,12;-0,27;29,17;Mov04;Mov04;1;VERDADERO
9,2;-3,69;-1,75;-0,01;0,12;-0,27;29,19;Mov04;Mov04;1;VERDADERO
9,2;-3,68;-1,61;0,03;0,13;-0,25;29,18;Mov04;Mov04;1;VERDADERO
9,13;-3,85;-0,49;0,11;0,11;-0,23;29,2;Mov04;Mov04;1;VERDADERO
9,24;-3,9;-0,47;0,08;0,09;-0,26;29,19;Mov04;Mov04;1;VERDADERO
9,37;-3,92;-0,5;0,03;0,07;-0,29;29,19;Mov04;Mov04;1;VERDADERO
9,91;-3,49;-1,19;-0,18;0,03;-0,46;29,19;Mov04;Mov04;1;VERDADERO
10,11;-3,35;-1,46;-0,23;0,06;-0,51;29,19;Mov04;Mov04;1;VERDADERO
10,2;-3,28;-1,55;-0,25;0,1;-0,53;29,18;Mov04;Mov04;1;VERDADERO
10,15;-2,73;-0,82;0,13;0,15;-0,32;29,19;Mov04;Mov04;1;VERDADERO
10,15;-2,72;-0,66;0,18;0,14;-0,28;29,18;Mov04;Mov04;1;VERDADERO
10,12;-2,72;-0,54;0,22;0,13;-0,24;29,19;Mov04;Mov04;1;VERDADERO
9,95;-3,26;0,32;0,05;0,15;-0,13;29,18;Mov04;Mov04;1;VERDADERO
9,86;-3,26;0,34;0;0,15;-0,14;29,19;Mov04;Mov04;1;VERDADERO
9,77;-3,23;0,33;-0,04;0,16;-0,16;29,19;Mov04;Mov04;1;VERDADERO
9,56;-3,2;0,41;-0,1;0,17;-0,19;29,19;Mov04;Mov04;1;VERDADERO
9,48;-3,18;0,47;-0,1;0,16;-0,19;29,18;Mov04;Mov04;1;VERDADERO
9,37;-3,15;0,58;-0,09;0,14;-0,19;29,17;Mov04;Mov04;1;VERDADERO
9,11;-3,2;0,54;-0,14;-0,02;-0,23;29,19;Mov04;Mov04;1;VERDADERO
9,09;-3,18;0,5;-0,16;-0,03;-0,23;29,18;Mov04;Mov04;1;VERDADERO
9,04;-3,16;0,45;-0,19;-0,03;-0,24;29,18;Mov04;Mov04;1;VERDADERO
8,83;-3,01;0,52;-0,26;0,01;-0,26;29,2;Mov04;Mov04;1;VERDADERO
8,65;-2,92;0,68;-0,3;0,02;-0,27;29,18;Mov04;Mov04;1;VERDADERO
8,54;-2,87;0,77;-0,33;0,02;-0,27;29,19;Mov04;Mov04;1;VERDADERO
8,3;-2,74;0,31;-0,71;-0,12;-0,45;29,2;Mov04;Mov04;1;VERDADERO
8,32;-2,67;0,1;-0,77;-0,12;-0,5;29,19;Mov04;Mov04;1;VERDADERO
8,35;-2,56;-0,11;-0,84;-0,1;-0,54;29,18;Mov04;Mov04;1;VERDADERO
8,09;-1,78;-0,4;-1;0,1;-0,57;29,18;Mov04;Mov04;1;VERDADERO
8,01;-1,77;-0,28;-1;0,1;-0,56;29,18;Mov04;Mov04;1;VERDADERO
7,94;-1,75;-0,17;-1,01;0,08;-0,56;29,19;Mov04;Mov04;1;VERDADERO
7,82;-1,82;-0,06;-1;-0,02;-0,59;29,17;Mov04;Mov04;1;VERDADERO
7,82;-1,88;-0,17;-0,99;-0,05;-0,6;29,17;Mov04;Mov04;1;VERDADERO
7,78;-1,93;-0,28;-0,99;-0,07;-0,61;29,19;Mov04;Mov04;1;VERDADERO
7,88;-2,14;-0,72;-1,05;-0,16;-0,87;29,19;Mov04;Mov04;1;VERDADERO
8,02;-2,12;-0,86;-1,07;-0,19;-0,97;29,21;Mov04;Mov04;1;VERDADERO
8,13;-2,06;-1,02;-1,07;-0,21;-1,04;29,22;Mov04;Mov04;1;VERDADERO
8,67;-1,74;-1,46;-0,98;-0,23;-1,15;29,2;Mov04;Mov04;1;VERDADERO
8,81;-1,6;-1,43;-0,9;-0,22;-1,16;29,2;Mov04;Mov04;1;VERDADERO
8,87;-1,45;-1,33;-0,82;-0,21;-1,16;29,2;Mov04;Mov04;1;VERDADERO
9,29;-0,92;-0,76;-0,58;-0,17;-1,01;29,2;Mov04;Mov04;1;VERDADERO
9,34;-1,03;-0,59;-0,6;-0,18;-1,01;29,19;Mov04;Mov04;1;VERDADERO
9,35;-1,06;-0,5;-0,61;-0,19;-1,03;29,2;Mov04;Mov04;1;VERDADERO
10;-0,87;-0,96;-0,69;-0,3;-1,2;29,19;Mov04;Mov04;1;VERDADERO
10,1;-0,79;-1,06;-0,69;-0,31;-1,22;29,2;Mov04;Mov04;1;VERDADERO
10,22;-0,68;-1,16;-0,68;-0,31;-1,24;29,2;Mov04;Mov04;1;VERDADERO
10,64;-0,45;-1,42;-0,67;-0,28;-1,24;29,2;Mov04;Mov04;1;VERDADERO
10,68;-0,39;-1,45;-0,67;-0,27;-1,23;29,2;Mov04;Mov04;1;VERDADERO
10,78;-0,21;-1,52;-0,65;-0,25;-1,19;29,19;Mov04;Mov04;0,9883;VERDADERO
10,8;-0,63;-1,67;-0,61;-0,02;-0,78;29,19;Mov04;Mov04;0,9883;VERDADERO
10,66;-0,75;-1,63;-0,61;0,01;-0,73;29,21;Mov04;Mov04;0,9883;VERDADERO
10,51;-0,88;-1,58;-0,6;0,05;-0,69;29,2;Mov04;Mov04;0,9883;VERDADERO
10,1;-1,49;-1,25;-0,57;0,17;-0,59;29,2;Mov04;Mov04;0,9648;VERDADERO
9,98;-1,76;-1,08;-0,55;0,21;-0,58;29,19;Mov04;Mov04;0,9648;VERDADERO
9,94;-2;-0,9;-0,55;0,22;-0,59;29,18;Mov04;Mov04;0,9648;VERDADERO
10,39;-2,11;-1,42;-0,72;-0,01;-0,93;29,2;Mov04;Mov04;0,9648;VERDADERO
10,5;-1,96;-1,68;-0,73;0;-0,94;29,19;Mov04;Mov04;0,9648;VERDADERO
10,59;-1,82;-1,86;-0,74;0,02;-0,94;29,2;Mov04;Mov03;0,0117;FALSO
10,76;-1,39;-1,68;-0,7;0,44;-0,55;29,19;Mov04;Mov04;0,9883;VERDADERO
10,68;-1,47;-1,51;-0,68;0,48;-0,47;29,19;Mov04;Mov04;0,9883;VERDADERO
10,59;-1,55;-1,39;-0,66;0,5;-0,41;29,18;Mov04;Mov04;0,9883;VERDADERO
10,06;-1,64;-0,93;-0,62;0,55;-0,25;29,18;Mov04;Mov04;0,9883;VERDADERO
9,86;-1,73;-0,84;-0,63;0,56;-0,21;29,2;Mov04;Mov04;0,9883;VERDADERO
9,59;-1,89;-0,7;-0,67;0,58;-0,18;29,18;Mov04;Mov04;0,9023;VERDADERO
9,14;-2,77;0;-0,86;0,6;-0,39;29,17;Mov04;Mov04;0,9023;VERDADERO
9,22;-2,63;0,08;-0,88;0,59;-0,47;29,17;Mov04;Mov04;0,9023;VERDADERO
9,32;-2,48;0,08;-0,9;0,58;-0,55;29,16;Mov04;Mov04;0,9023;VERDADERO
9,91;-1,64;0,02;-1,01;0,63;-0,75;29,18;Mov04;Mov04;0,9023;VERDADERO
10,24;-1,14;0,08;-1,07;0,69;-0,8;29,18;Mov04;Mov04;0,9883;VERDADERO
10,36;-0,86;0,11;-1,1;0,72;-0,8;29,18;Mov04;Mov04;0,9883;VERDADERO
10,37;-0,2;0,18;-1,28;0,78;-0,59;29,19;Mov04;Mov04;0,9883;VERDADERO
10,32;-0,21;0,17;-1,27;0,75;-0,56;29,19;Mov04;Mov04;0,9883;VERDADERO
10,32;-0,23;0,19;-1,25;0,73;-0,55;29,18;Mov04;Mov02;0,0977;FALSO
11,12;0,9;0,39;-1,09;0,6;-0,55;29,17;Mov04;Mov04;0,9023;VERDADERO
11,26;1,13;0,4;-1,07;0,59;-0,53;29,19;Mov04;Mov04;0,9023;VERDADERO
11,38;1,4;0,43;-1,06;0,59;-0,51;29,18;Mov04;Mov04;0,9023;VERDADERO
11,63;1,98;0,26;-1,14;0,61;-0,4;29,16;Mov04;Mov04;0,9023;VERDADERO
11,65;2;0,17;-1,18;0,64;-0,36;29,17;Mov04;Mov04;0,9023;VERDADERO
11,62;1,98;0,03;-1,25;0,7;-0,31;29,17;Mov04;Mov04;0,9648;VERDADERO
11,03;1,58;0,17;-1,26;0,86;-0,13;29,17;Mov04;Mov04;0,9648;VERDADERO
11,05;1,55;0,23;-1,2;0,84;-0,11;29,16;Mov04;Mov04;0,9648;VERDADERO
11,08;1,52;0,29;-1,14;0,82;-0,09;29,16;Mov04;Mov04;0,9648;VERDADERO
11,24;1,41;0,61;-0,91;0,71;-0,02;29,17;Mov04;Mov04;1;VERDADERO
11,27;1,38;0,77;-0,83;0,66;0,01;29,17;Mov04;Mov04;1;VERDADERO
11,23;1,33;0,91;-0,77;0,6;0,02;29,16;Mov04;Mov04;1;VERDADERO
11,21;1,3;0,43;-0,63;0,35;0,16;29,18;Mov04;Mov04;1;VERDADERO
11,22;1,24;0,24;-0,67;0,41;0,18;29,19;Mov04;Mov04;1;VERDADERO
11,19;1,17;0,11;-0,72;0,49;0,19;29,17;Mov04;Mov04;1;VERDADERO
9,96;0,08;0,9;-0,86;1,03;0,15;29,16;Mov04;Mov04;1;VERDADERO
9,85;0,06;1,14;-0,8;1,02;0,13;29,16;Mov04;Mov04;1;VERDADERO
9,81;0,07;1,34;-0,74;0,99;0,1;29,16;Mov04;Mov04;1;VERDADERO
9,96;0,24;1,83;-0,49;0,79;0,02;29,16;Mov04;Mov04;1;VERDADERO
10,01;0,3;1,94;-0,41;0,74;0,01;29,17;Mov04;Mov04;1;VERDADERO
9,98;0,37;2,13;-0,3;0,64;0,01;29,17;Mov04;Mov04;1;VERDADERO
9,98;0,88;2,47;0,11;0,12;0,06;29,17;Mov04;Mov04;1;VERDADERO
10,08;0,97;2,35;0,08;0,14;0,06;29,17;Mov04;Mov04;1;VERDADERO
10,18;1,05;2,29;0,03;0,19;0,05;29,16;Mov04;Mov04;1;VERDADERO
10,56;1,35;2,37;-0,25;0,52;-0,02;29,16;Mov04;Mov04;1;VERDADERO
10,66;1,44;2,42;-0,35;0,66;-0,05;29,16;Mov04;Mov04;1;VERDADERO
10,68;1,4;2,48;-0,44;0,79;-0,07;29,16;Mov04;Mov04;1;VERDADERO
10,39;0,86;3,43;-0,63;1;-0,18;29,15;Mov04;Mov04;1;VERDADERO
10,39;0,84;3,57;-0,59;0,94;-0,18;29,15;Mov04;Mov04;1;VERDADERO
10,4;0,87;3,71;-0,55;0,89;-0,17;29,16;Mov04;Mov04;1;VERDADERO
10,33;1,34;4,31;-0,17;0,28;-0,08;29,17;Mov04;Mov04;1;VERDADERO
10,32;1,36;4,29;-0,13;0,2;-0,06;29,17;Mov04;Mov04;1;VERDADERO
10,32;1,32;4,24;-0,1;0,12;-0,03;29,17;Mov04;Mov04;1;VERDADERO
10,16;1,23;4,14;-0,05;-0,08;0,05;29,17;Mov04;Mov04;1;VERDADERO
10,11;1,12;4,06;-0,04;-0,13;0,06;29,17;Mov04;Mov04;1;VERDADERO
10,05;0,96;3,98;-0,03;-0,2;0,08;29,17;Mov04;Mov04;1;VERDADERO
10,31;0,83;3,51;-0,02;-0,36;0;29,16;Mov04;Mov04;1;VERDADERO
10,37;0,86;3,47;-0,03;-0,35;-0,01;29,17;Mov04;Mov04;1;VERDADERO
10,44;0,9;3,43;-0,04;-0,35;-0,03;29,17;Mov04;Mov04;1;VERDADERO
10,6;1,05;3,34;-0,09;-0,33;-0,04;29,18;Mov04;Mov04;1;VERDADERO
10,66;1,11;3,27;-0,11;-0,33;-0,02;29,18;Mov04;Mov04;1;VERDADERO
10,68;1,12;3,24;-0,12;-0,34;-0,01;29,17;Mov04;Mov04;1;VERDADERO
10,69;1,16;2,75;-0,2;-0,28;0,12;29,16;Mov04;Mov04;1;VERDADERO
10,69;1,15;2,68;-0,23;-0,25;0,13;29,17;Mov04;Mov04;1;VERDADERO
10,68;1,13;2,61;-0,26;-0,2;0,15;29,16;Mov04;Mov04;1;VERDADERO
10,52;0,56;2,48;-0,4;0,05;0,13;29,17;Mov04;Mov04;1;VERDADERO
10,52;0,54;2,46;-0,4;0,06;0,12;29,17;Mov04;Mov04;1;VERDADERO
10,53;0,54;2,46;-0,39;0,07;0,12;29,17;Mov04;Mov04;1;VERDADERO
10,47;0,68;2,5;-0,33;0,05;0,12;29,18;Mov04;Mov04;1;VERDADERO
10,49;0,73;2,53;-0,31;0,04;0,11;29,19;Mov04;Mov04;1;VERDADERO
10,5;0,8;2,55;-0,28;0,02;0,11;29,19;Mov04;Mov04;1;VERDADERO
10,34;1,36;2,62;-0,2;-0,12;0,12;29,17;Mov04;Mov04;1;VERDADERO
10,31;1,44;2,58;-0,2;-0,15;0,13;29,19;Mov04;Mov04;1;VERDADERO
10,29;1,46;2,53;-0,2;-0,17;0,14;29,18;Mov04;Mov04;1;VERDADERO
10,15;1,52;2,32;-0,19;-0,21;0,17;29,18;Mov04;Mov03;0,5;FALSO
10,11;1,6;2,23;-0,18;-0,22;0,17;29,18;Mov04;Mov00;0,5;FALSO
10,13;1,61;2,19;-0,17;-0,23;0,18;29,2;Mov04;Mov00;0,5;FALSO
10,05;1,88;2,11;-0,09;-0,2;0,13;29,17;Mov04;Mov00;0,5;FALSO
10,03;1,95;2,14;-0,08;-0,19;0,11;29,17;Mov04;Mov00;0,5;FALSO
9,96;2;2,2;-0,08;-0,19;0,1;29,17;Mov04;Mov00;0,5;FALSO
9,76;1,81;2,11;-0,1;-0,24;-0,01;29,17;Mov04;Mov04;0,9883;VERDADERO
9,78;1,77;2,05;-0,1;-0,24;-0,03;29,16;Mov04;Mov04;0,9883;VERDADERO
9,79;1,72;2;-0,1;-0,23;-0,05;29,17;Mov04;Mov04;0,9883;VERDADERO
9,75;1,65;1,91;-0,12;-0,21;-0,1;29,17;Mov04;Mov04;0,9883;VERDADERO
9,76;1,63;1,88;-0,12;-0,21;-0,12;29,17;Mov04;Mov04;1;VERDADERO
9,77;1,57;1,8;-0,13;-0,2;-0,14;29,18;Mov04;Mov04;1;VERDADERO
9,85;1,5;1,65;-0,03;-0,2;-0,19;29,17;Mov04;Mov04;1;VERDADERO
9,89;1,44;1,64;-0,01;-0,2;-0,19;29,17;Mov04;Mov04;1;VERDADERO
9,92;1,35;1,65;0,01;-0,2;-0,2;29,18;Mov04;Mov04;1;VERDADERO
9,99;1,06;1,67;0,05;-0,2;-0,21;29,17;Mov04;Mov04;1;VERDADERO
10,04;0,99;1,73;0,08;-0,21;-0,22;29,17;Mov04;Mov04;1;VERDADERO
10,07;0,97;1,73;0,09;-0,21;-0,23;29,17;Mov04;Mov04;1;VERDADERO
10,4;1,61;1,78;0,13;-0,17;-0,27;29,19;Mov04;Mov04;1;VERDADERO
10,39;1,78;1,81;0,13;-0,14;-0,27;29,2;Mov04;Mov04;1;VERDADERO
10,38;1,89;1,88;0,13;-0,11;-0,27;29,19;Mov04;Mov04;1;VERDADERO
10,14;2,58;2,24;-0,03;0,14;-0,21;29,18;Mov04;Mov04;1;VERDADERO
10,07;2,59;2,32;-0,05;0,17;-0,21;29,17;Mov04;Mov04;1;VERDADERO
10,03;2,6;2,39;-0,07;0,18;-0,22;29,17;Mov04;Mov04;1;VERDADERO
10,03;2,83;2,43;-0,09;0,16;-0,26;29,18;Mov04;Mov04;1;VERDADERO
10,04;2,97;2,44;-0,09;0,15;-0,28;29,19;Mov04;Mov00;0,7539;FALSO
10,04;3,14;2,42;-0,09;0,12;-0,32;29,18;Mov04;Mov00;0,7539;FALSO
10,24;3,67;2,14;0,03;-0,1;-0,41;29,19;Mov04;Mov00;0,7539;FALSO
10,31;3,73;2,01;0,06;-0,12;-0,42;29,19;Mov04;Mov00;0,7539;FALSO
10,38;3,78;1,93;0,08;-0,14;-0,43;29,19;Mov04;Mov00;0,7539;FALSO
10,53;4,02;1,82;0,18;-0,17;-0,48;29,18;Mov04;Mov00;0,7539;FALSO
10,61;4,15;1,81;0,23;-0,18;-0,5;29,18;Mov04;Mov04;1;VERDADERO
10,66;4,21;1,79;0,25;-0,19;-0,5;29,17;Mov04;Mov04;1;VERDADERO
11,09;4,49;1,58;0,36;-0,16;-0,5;29,19;Mov04;Mov04;1;VERDADERO
11,17;4,56;1,5;0,35;-0,12;-0,5;29,17;Mov04;Mov04;1;VERDADERO
11,2;4,61;1,42;0,34;-0,08;-0,49;29,18;Mov04;Mov04;1;VERDADERO
11,16;4,45;1,95;0,23;0,39;-0,48;29,19;Mov04;Mov04;1;VERDADERO
11,16;4,46;2,06;0,21;0,42;-0,48;29,19;Mov04;Mov04;1;VERDADERO
11,18;4,44;2,1;0,18;0,45;-0,48;29,19;Mov04;Mov04;1;VERDADERO
11,27;4,47;2,43;0,05;0,6;-0,49;29,18;Mov04;Mov04;1;VERDADERO
11,32;4,46;2,53;0,02;0,64;-0,48;29,18;Mov04;Mov04;1;VERDADERO
11,49;4,45;2,59;-0,04;0,72;-0,46;29,18;Mov04;Mov04;0,9883;VERDADERO
11,07;3,98;3,87;-0,18;1,1;-0,23;29,18;Mov04;Mov04;0,9883;VERDADERO
10,96;3,88;4,16;-0,16;1,08;-0,2;29,18;Mov04;Mov04;0,9883;VERDADERO
10,88;3,8;4,32;-0,14;1,05;-0,16;29,18;Mov04;Mov04;0,9883;VERDADERO
10,39;3,43;4,49;-0,03;0,88;-0,03;29,17;Mov04;Mov04;0,9883;VERDADERO
10,29;3,23;4,69;0,04;0,79;0,01;29,19;Mov04;Mov04;0,9883;VERDADERO
10,24;3,09;4,87;0,11;0,7;0,05;29,18;Mov04;Mov04;0,9883;VERDADERO
10,57;2,8;4,58;0,59;0,28;0,27;29,18;Mov04;Mov04;0,9883;VERDADERO
10,57;2,8;4,63;0,62;0,28;0,29;29,17;Mov04;Mov04;0,9883;VERDADERO
10,57;2,8;4,68;0,65;0,27;0,33;29,18;Mov04;Mov04;0,9883;VERDADERO
10,16;2,13;4,72;0,75;0,41;0,58;29,18;Mov04;Mov04;0,9883;VERDADERO
10,12;2,02;4,79;0,76;0,42;0,6;29,19;Mov04;Mov04;0,9883;VERDADERO
10,06;1,97;4,84;0,77;0,42;0,61;29,18;Mov04;Mov04;0,9883;VERDADERO
9,72;1,56;4,85;0,81;0,37;0,69;29,17;Mov04;Mov04;0,9883;VERDADERO
9,64;1,41;4,9;0,83;0,34;0,7;29,16;Mov04;Mov04;1;VERDADERO
9,54;1,23;4,95;0,88;0,27;0,72;29,18;Mov04;Mov04;1;VERDADERO
9,61;1,12;4,35;1,11;-0,04;0,67;29,17;Mov04;Mov04;1;VERDADERO
9,63;1,08;4,31;1,12;-0,07;0,67;29,18;Mov04;Mov04;1;VERDADERO
9,62;1,08;4,24;1,14;-0,1;0,68;29,17;Mov04;Mov04;1;VERDADERO
9,52;1,11;3,8;1,18;-0,19;0,72;29,18;Mov04;Mov04;1;VERDADERO
9,51;1,14;3,54;1,17;-0,2;0,73;29,19;Mov04;Mov04;1;VERDADERO
9,52;1,16;3,34;1,15;-0,18;0,73;29,17;Mov04;Mov04;1;VERDADERO
9,25;0,86;2,73;0,9;0,03;0,68;29,17;Mov04;Mov04;1;VERDADERO
9,19;0,84;2,67;0,88;0,05;0,67;29,18;Mov04;Mov04;1;VERDADERO
9,12;0,82;2,67;0,87;0,06;0,66;29,18;Mov04;Mov04;1;VERDADERO
8,6;0,84;2,25;0,9;-0,09;0,44;29,18;Mov04;Mov04;1;VERDADERO
8,62;0,9;1,99;0,89;-0,1;0,4;29,18;Mov04;Mov04;1;VERDADERO
8,68;1;1,92;0,87;-0,1;0,36;29,17;Mov04;Mov04;1;VERDADERO
9,09;1,25;2,4;0,87;-0,16;0,29;29,17;Mov04;Mov04;1;VERDADERO
9,2;1,31;2,44;0,9;-0,22;0,32;29,17;Mov04;Mov04;1;VERDADERO
9,42;1,32;2,24;0,95;-0,28;0,39;29,17;Mov04;Mov04;1;VERDADERO
9,69;1,19;1,65;1,01;0,07;0,88;29,16;Mov04;Mov04;1;VERDADERO
9,53;1,05;1,83;0,99;0,16;0,94;29,17;Mov04;Mov04;1;VERDADERO
9,33;0,91;2,04;0,98;0,21;0,96;29,18;Mov04;Mov04;1;VERDADERO
8,68;0,48;2,57;0,94;0,26;0,96;29,17;Mov04;Mov04;1;VERDADERO
8,56;0,3;2,61;0,93;0,25;0,93;29,17;Mov04;Mov04;1;VERDADERO
8,47;0,22;2,61;0,92;0,23;0,91;29,16;Mov04;Mov04;1;VERDADERO
8,05;-0,45;2,8;0,88;0,3;0,49;29,17;Mov04;Mov04;1;VERDADERO
8;-0,56;2,89;0,9;0,29;0,42;29,17;Mov04;Mov04;1;VERDADERO
7,94;-0,64;2,93;0,92;0,27;0,35;29,17;Mov04;Mov04;1;VERDADERO
8,58;-0,54;3,07;1,16;-0,14;0,09;29,17;Mov04;Mov04;1;VERDADERO
8,74;-0,51;3,01;1,18;-0,16;0,12;29,18;Mov04;Mov04;1;VERDADERO
8,89;-0,49;2,9;1,19;-0,15;0,15;29,19;Mov04;Mov04;1;VERDADERO
9,21;-0,25;2,55;1,1;-0,01;0,28;29,17;Mov04;Mov04;1;VERDADERO
9,29;-0,22;2,66;1,04;0,04;0,3;29,18;Mov04;Mov04;1;VERDADERO
9,39;-0,27;2,78;0,95;0,1;0,33;29,17;Mov04;Mov04;1;VERDADERO
9,6;-0,77;3,16;0,69;0,27;0,41;29,17;Mov04;Mov04;1;VERDADERO
9,58;-0,78;3,21;0,7;0,26;0,4;29,19;Mov04;Mov04;1;VERDADERO
9,58;-0,8;3,22;0,71;0,24;0,39;29,19;Mov04;Mov04;1;VERDADERO
9,68;-0,62;3,03;0,79;0,19;0,32;29,16;Mov04;Mov04;1;VERDADERO
9,66;-0,5;2,99;0,81;0,18;0,28;29,17;Mov04;Mov04;1;VERDADERO
9,75;-0,4;3,08;0,82;0,18;0,25;29,17;Mov04;Mov04;1;VERDADERO
10,26;-0,25;3,44;0,89;0,19;0,34;29,17;Mov04;Mov04;1;VERDADERO
10,16;-0,17;3,52;0,88;0,19;0,37;29,18;Mov04;Mov04;1;VERDADERO
