Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool
10,11;0,7;1,47;-0,03;-0,02;-0,02;28,5;Mov00;Mov00;1;VERDADERO
10,12;0,71;1,48;-0,04;-0,01;-0,02;28,51;Mov00;Mov00;1;VERDADERO
10,12;0,7;1,47;-0,04;-0,01;-0,02;28,52;Mov00;Mov00;1;VERDADERO
10,1;0,68;1,48;-0,04;-0,01;-0,02;28,5;Mov00;Mov00;1;VERDADERO
10,09;0,67;1,49;-0,03;-0,02;-0,03;28,5;Mov00;Mov00;1;VERDADERO
10,1;0,68;1,49;-0,03;-0,02;-0,02;28,51;Mov00;Mov00;1;VERDADERO
10,1;0,68;1,49;-0,03;-0,02;-0,02;28,51;Mov00;Mov00;1;VERDADERO
10,09;0,65;1,5;-0,04;-0,01;-0,01;28,52;Mov00;Mov00;1;VERDADERO
10,07;0,64;1,51;-0,04;0;-0,01;28,52;Mov00;Mov00;1;VERDADERO
10,07;0,64;1,51;-0,04;0;-0,02;28,52;Mov00;Mov00;1;VERDADERO
10,04;0,65;1,51;-0,04;-0,01;-0,03;28,53;Mov00;Mov00;1;VERDADERO
10,05;0,65;1,52;-0,04;-0,01;-0,03;28,53;Mov00;Mov00;1;VERDADERO
10,06;0,65;1,52;-0,04;-0,01;-0,03;28,53;Mov00;Mov00;1;VERDADERO
10,06;0,63;1,49;-0,03;-0,02;-0,03;28,5;Mov00;Mov00;1;VERDADERO
10,06;0,63;1,51;-0,03;-0,02;-0,03;28,5;Mov00;Mov00;1;VERDADERO
10,06;0,63;1,49;-0,03;-0,02;-0,03;28,5;Mov00;Mov00;1;VERDADERO
10,05;0,65;1,46;-0,03;-0,02;-0,04;28,52;Mov00;Mov00;1;VERDADERO
10,06;0,66;1,46;-0,03;-0,02;-0,04;28,51;Mov00;Mov00;1;VERDADERO
10,1;0,68;1,46;-0,03;-0,02;-0,04;28,5;Mov00;Mov00;1;VERDADERO
10,09;0,67;1,47;-0,03;-0,02;-0,03;28,51;Mov00;Mov00;1;VERDADERO
10,09;0,68;1,48;-0,03;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,09;0,68;1,48;-0,03;-0,02;-0,03;28,51;Mov00;Mov00;1;VERDADERO
10,12;0,71;1,49;-0,03;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,12;0,72;1,48;-0,03;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,12;0,73;1,5;-0,04;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,09;0,71;1,46;-0,04;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,1;0,72;1,44;-0,04;-0,02;-0,02;28,51;Mov00;Mov00;1;VERDADERO
10,11;0,72;1,46;-0,04;-0,02;-0,02;28,5;Mov00;Mov00;1;VERDADERO
10,14;0,75;1,47;-0,03;-0,03;-0,02;28,53;Mov00;Mov00;1;VERDADERO
10,12;0,75;1,45;-0,04;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,11;0,74;1,44;-0,05;-0,02;-0,03;28,51;Mov00;Mov00;1;VERDADERO
10,12;0,74;1,49;-0,05;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,11;0,74;1,48;-0,05;-0,02;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,1;0,72;1,5;-0,05;-0,03;-0,03;28,52;Mov00;Mov00;1;VERDADERO
10,13;0,73;1,38;-0,04;-0,03;-0,02;28,5;Mov00;Mov00;1;VERDADERO
10,13;0,73;1,37;-0,04;-0,03;-0,02;28,5;Mov00;Mov00;1;VERDADERO
10,13;0,74;1,37;-0,04;-0,03;-0,02;28,5;Mov00;Mov00;1;VERDADERO
10,14;0,72;1,42;-0,05;-0,01;-0,01;28,51;Mov00;Mov00;1;VERDADERO
10,13;0,71;1,39;-0,05;-0,01;-0,01;28,51;Mov00;Mov00;1;VERDADERO
10,11;0,7;1,41;-0,05;-0,01;-0,01;28,51;Mov00;Mov00;1;VERDADERO
10,08;0,67;1,41;-0,03;-0,02;-0,01;28,51;Mov00;Mov00;1;VERDADERO
10,09;0,68;1,42;-0,03;-0,02;-0,01;28,5;Mov00;Mov00;1;VERDADERO
10,11;0,7;1,43;-0,03;-0,02;-0,01;28,5;Mov00;Mov00;1;VERDADERO
10,11;0,67;1,42;-0,03;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,1;0,68;1,44;-0,03;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,1;0,67;1,43;-0,04;-0,01;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,09;0,68;1,45;-0,04;-0,01;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,08;0,69;1,46;-0,04;-0,01;-0,01;28,49;Mov03;Mov03;1;VERDADERO
10,1;0,66;1,49;-0,04;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,08;0,66;1,46;-0,04;-0,02;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,66;1,44;-0,04;-0,02;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,08;0,65;1,44;-0,04;-0,02;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,63;1,48;-0,04;-0,02;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,07;0,63;1,47;-0,04;-0,02;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,05;0,63;1,48;-0,04;-0,02;-0,02;28,5;Mov03;Mov03;1;VERDADERO
10,06;0,63;1,41;-0,05;-0,01;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,05;0,63;1,41;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,05;0,62;1,44;-0,06;-0,01;-0,03;28,51;Mov03;Mov03;1;VERDADERO
10,08;0,66;1,41;-0,05;-0,02;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,1;0,64;1,4;-0,05;-0,02;-0,03;28,51;Mov03;Mov03;1;VERDADERO
10,1;0,66;1,41;-0,05;-0,02;-0,04;28,5;Mov03;Mov03;1;VERDADERO
10,12;0,72;1,42;-0,04;-0,02;-0,04;28,5;Mov03;Mov03;1;VERDADERO
10,14;0,73;1,4;-0,04;-0,02;-0,04;28,51;Mov03;Mov03;1;VERDADERO
10,16;0,74;1,39;-0,04;-0,02;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,16;0,76;1,46;-0,05;-0,01;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,15;0,74;1,46;-0,05;-0,01;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,15;0,74;1,44;-0,05;-0,01;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,16;0,77;1,41;-0,05;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,15;0,78;1,42;-0,04;-0,01;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,14;0,77;1,44;-0,04;-0,02;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,16;0,76;1,43;-0,04;-0,02;0;28,52;Mov03;Mov03;1;VERDADERO
10,16;0,76;1,44;-0,04;-0,02;0;28,52;Mov03;Mov03;1;VERDADERO
10,16;0,76;1,44;-0,04;-0,02;0;28,52;Mov03;Mov03;1;VERDADERO
10,1;0,68;1,41;-0,03;-0,02;0;28,52;Mov03;Mov03;1;VERDADERO
10,1;0,67;1,41;-0,03;-0,02;0;28,51;Mov03;Mov03;1;VERDADERO
10,1;0,67;1,41;-0,03;-0,02;0,01;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,67;1,39;-0,03;-0,01;0,01;28,49;Mov03;Mov03;1;VERDADERO
10,12;0,66;1,38;-0,03;-0,01;0,01;28,5;Mov03;Mov03;1;VERDADERO
10,1;0,65;1,41;-0,03;-0,01;0,01;28,5;Mov03;Mov03;1;VERDADERO
10,07;0,6;1,4;-0,03;-0,02;0;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,6;1,37;-0,03;-0,02;0;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,59;1,37;-0,03;-0,02;0;28,51;Mov03;Mov03;1;VERDADERO
10,08;0,58;1,38;-0,03;-0,01;0;28,51;Mov03;Mov03;1;VERDADERO
10,08;0,6;1,4;-0,03;-0,01;0;28,52;Mov03;Mov03;1;VERDADERO
10,08;0,59;1,4;-0,04;-0,01;0;28,5;Mov03;Mov03;1;VERDADERO
10,05;0,6;1,42;-0,03;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,6;1,43;-0,03;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,08;0,6;1,43;-0,03;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,61;1,44;-0,04;-0,01;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,59;1,42;-0,04;-0,01;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,07;0,57;1,44;-0,04;-0,01;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,58;1,44;-0,04;-0,02;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,57;1,42;-0,04;-0,02;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,58;1,39;-0,04;-0,01;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,08;0,59;1,42;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,58;1,41;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,56;1,41;-0,05;-0,01;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,09;0,57;1,38;-0,04;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,09;0,59;1,41;-0,04;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,09;0,59;1,39;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,1;0,59;1,4;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,08;0,6;1,41;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,1;0,6;1,42;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;0,9961;VERDADERO
10,13;0,68;1,38;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;0,9961;VERDADERO
10,13;0,66;1,39;-0,05;0;-0,02;28,51;Mov03;Mov03;0,9961;VERDADERO
10,13;0,64;1,41;-0,05;0;-0,02;28,51;Mov03;Mov03;0,9961;VERDADERO
10,11;0,63;1,44;-0,05;0;-0,03;28,51;Mov03;Mov03;0,9961;VERDADERO
10,09;0,65;1,42;-0,05;-0,01;-0,03;28,51;Mov03;Mov03;1;VERDADERO
10,09;0,65;1,41;-0,05;-0,01;-0,03;28,49;Mov03;Mov03;1;VERDADERO
10,13;0,68;1,41;-0,04;-0,01;-0,03;28,49;Mov03;Mov03;1;VERDADERO
10,13;0,67;1,41;-0,04;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,12;0,69;1,42;-0,04;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,13;0,67;1,44;-0,05;-0,01;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,14;0,67;1,43;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,15;0,66;1,41;-0,05;-0,01;-0,03;28,53;Mov03;Mov03;1;VERDADERO
10,14;0,68;1,44;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,13;0,68;1,43;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,14;0,69;1,41;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,08;0,63;1,44;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,08;0,62;1,44;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,09;0,63;1,43;-0,04;-0,01;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,65;1,42;-0,04;-0,02;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,11;0,65;1,42;-0,05;-0,02;-0,02;28,49;Mov03;Mov03;1;VERDADERO
10,12;0,66;1,4;-0,05;-0,01;-0,02;28,5;Mov03;Mov03;1;VERDADERO
10,1;0,62;1,42;-0,05;-0,01;-0,03;28,51;Mov03;Mov03;1;VERDADERO
10,09;0,62;1,44;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,09;0,62;1,44;-0,05;-0,01;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,64;1,41;-0,05;-0,01;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,63;1,39;-0,05;-0,01;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,15;0,63;1,41;-0,05;-0,01;-0,02;28,53;Mov03;Mov03;1;VERDADERO
10,12;0,63;1,41;-0,05;-0,01;-0,02;28,53;Mov03;Mov03;1;VERDADERO
10,11;0,64;1,4;-0,05;-0,01;-0,02;28,53;Mov03;Mov03;1;VERDADERO
10,1;0,65;1,39;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,15;0,67;1,38;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,13;0,68;1,39;-0,05;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,15;0,67;1,4;-0,05;0;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,12;0,65;1,37;-0,05;0;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,11;0,63;1,37;-0,06;0;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,1;0,61;1,39;-0,06;0;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,09;0,59;1,44;-0,04;-0,01;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,1;0,59;1,43;-0,04;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,09;0,56;1,4;-0,04;-0,01;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,09;0,57;1,38;-0,04;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,1;0,6;1,41;-0,04;-0,01;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,1;0,61;1,42;-0,04;-0,01;-0,02;28,53;Mov03;Mov03;1;VERDADERO
10,1;0,62;1,43;-0,03;-0,02;-0,02;28,53;Mov03;Mov03;1;VERDADERO
10,09;0,62;1,44;-0,03;-0,02;-0,02;28,53;Mov03;Mov03;1;VERDADERO
10,09;0,62;1,42;-0,03;-0,02;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,14;0,66;1,4;-0,03;0;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,13;0,66;1,41;-0,03;0;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,12;0,65;1,42;-0,03;0;-0,01;28,49;Mov03;Mov03;1;VERDADERO
10,13;0,63;1,39;-0,04;0;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,11;0,65;1,37;-0,04;-0,01;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,13;0,66;1,4;-0,04;0;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,13;0,63;1,42;-0,04;0;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,62;1,43;-0,04;0;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,11;0,65;1,43;-0,04;0;-0,02;28,5;Mov03;Mov03;1;VERDADERO
10,12;0,66;1,43;-0,04;0;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,11;0,65;1,41;-0,04;0;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,11;0,65;1,4;-0,04;0;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,64;1,45;-0,03;0;0,01;28,51;Mov03;Mov03;1;VERDADERO
10,12;0,66;1,45;-0,03;-0,01;0,01;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,67;1,46;-0,03;-0,01;0,01;28,51;Mov03;Mov03;0,9961;VERDADERO
10,09;0,57;1,47;-0,05;-0,01;-0,01;28,5;Mov03;Mov03;0,9961;VERDADERO
10,09;0,59;1,48;-0,05;-0,01;-0,01;28,5;Mov03;Mov03;0,9961;VERDADERO
10,08;0,6;1,46;-0,05;-0,01;-0,01;28,5;Mov03;Mov03;0,9961;VERDADERO
10,12;0,6;1,43;-0,04;-0,02;-0,01;28,5;Mov03;Mov03;0,9961;VERDADERO
10,12;0,61;1,43;-0,04;-0,02;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,13;0,62;1,44;-0,04;-0,01;-0,01;28,49;Mov03;Mov03;1;VERDADERO
10,12;0,59;1,45;-0,04;-0,02;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,13;0,59;1,45;-0,04;-0,02;-0,02;28,49;Mov03;Mov03;1;VERDADERO
10,13;0,6;1,43;-0,04;-0,02;-0,02;28,51;Mov03;Mov03;1;VERDADERO
10,12;0,6;1,39;-0,04;-0,03;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,14;0,59;1,37;-0,04;-0,03;-0,01;28,52;Mov03;Mov03;0,9961;VERDADERO
10,14;0,58;1,36;-0,03;-0,03;-0,01;28,51;Mov03;Mov03;0,9961;VERDADERO
10,16;0,64;1,37;-0,04;0;0,02;28,52;Mov03;Mov03;0,9961;VERDADERO
10,17;0,6;1,38;-0,04;0;0,02;28,52;Mov03;Mov03;0,9961;VERDADERO
10,18;0,59;1,37;-0,04;0;0,02;28,52;Mov03;Mov03;1;VERDADERO
10,16;0,64;1,36;0;0;0,05;28,51;Mov03;Mov03;1;VERDADERO
10,16;0,64;1,36;0;0;0,05;28,52;Mov03;Mov03;1;VERDADERO
10,16;0,64;1,37;0;0;0,05;28,51;Mov03;Mov03;1;VERDADERO
10,15;0,61;1,4;-0,02;-0,01;0,04;28,51;Mov03;Mov03;1;VERDADERO
10,16;0,61;1,4;-0,02;0;0,03;28,51;Mov03;Mov03;1;VERDADERO
10,15;0,6;1,4;-0,04;0;0,02;28,5;Mov03;Mov03;1;VERDADERO
10,12;0,58;1,43;-0,08;0;0;28,5;Mov03;Mov03;1;VERDADERO
10,13;0,58;1,42;-0,08;0;0,01;28,5;Mov03;Mov03;1;VERDADERO
10,15;0,56;1,41;-0,09;0;0,01;28,5;Mov03;Mov03;1;VERDADERO
10,15;0,51;1,44;-0,07;-0,01;0,04;28,51;Mov03;Mov03;1;VERDADERO
10,14;0,49;1,4;-0,06;-0,02;0,05;28,51;Mov03;Mov03;1;VERDADERO
10,13;0,46;1,36;-0,04;-0,02;0,07;28,52;Mov03;Mov03;1;VERDADERO
10,08;0,4;1,33;0,06;-0,12;0,13;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,42;1,33;0,07;-0,13;0,13;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,45;1,34;0,08;-0,13;0,13;28,52;Mov03;Mov03;1;VERDADERO
10,14;0,47;1,3;0,07;-0,14;0,1;28,51;Mov03;Mov03;1;VERDADERO
10,16;0,48;1,27;0,05;-0,13;0,1;28,49;Mov03;Mov03;1;VERDADERO
10,16;0,52;1,23;0,04;-0,11;0,1;28,49;Mov03;Mov03;1;VERDADERO
10,13;0,39;1,22;0,02;-0,04;0,07;28,49;Mov03;Mov03;1;VERDADERO
10,14;0,36;1,12;0,04;-0,02;0,07;28,5;Mov03;Mov03;1;VERDADERO
10,08;0,24;1,16;0,07;0,03;0,05;28,5;Mov03;Mov03;1;VERDADERO
10,02;0,3;1,25;0,11;-0,09;-0,02;28,53;Mov03;Mov03;1;VERDADERO
10,05;0,29;1,22;0,13;-0,1;-0,02;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,29;1,24;0,14;-0,1;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,14;0,41;1,2;0,16;-0,11;0,01;28,5;Mov03;Mov03;1;VERDADERO
10,11;0,43;1,18;0,15;-0,1;0;28,51;Mov03;Mov03;1;VERDADERO
10,07;0,44;1,21;0,14;-0,1;-0,01;28,51;Mov03;Mov03;1;VERDADERO
10,23;0,52;1,24;0,02;-0,01;-0,02;28,5;Mov03;Mov03;1;VERDADERO
10,19;0,57;1,25;0;0,01;-0,02;28,5;Mov03;Mov03;1;VERDADERO
10,16;0,59;1,31;-0,02;0,03;-0,02;28,51;Mov03;Mov03;1;VERDADERO
9,97;0,26;1,44;-0,04;0;-0,08;28,51;Mov03;Mov03;1;VERDADERO
9,95;0,3;1,45;-0,02;-0,01;-0,09;28,52;Mov03;Mov03;1;VERDADERO
9,94;0,35;1,47;0;-0,01;-0,1;28,51;Mov03;Mov03;1;VERDADERO
10,01;0,41;1,45;0,08;-0,04;-0,12;28,51;Mov03;Mov03;1;VERDADERO
10;0,39;1,43;0,12;-0,06;-0,12;28,52;Mov03;Mov03;1;VERDADERO
10,03;0,35;1,4;0,15;-0,07;-0,13;28,51;Mov03;Mov03;1;VERDADERO
10,1;0,25;1,21;0,18;-0,09;-0,13;28,52;Mov03;Mov03;1;VERDADERO
10,07;0,36;1,22;0,16;-0,09;-0,13;28,52;Mov03;Mov03;1;VERDADERO
10,14;0,6;1,23;0,11;-0,08;-0,12;28,52;Mov03;Mov03;1;VERDADERO
10,37;0,61;1,16;0;0,03;-0,08;28,52;Mov03;Mov03;1;VERDADERO
10,28;0,58;1,19;-0,05;0,06;-0,06;28,52;Mov03;Mov03;1;VERDADERO
10,22;0,59;1,21;-0,07;0,07;-0,06;28,5;Mov03;Mov03;1;VERDADERO
10,03;0,37;1,32;-0,14;0,05;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,03;0,34;1,3;-0,13;0,04;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,04;0,3;1,28;-0,13;0,02;-0,03;28,52;Mov03;Mov03;1;VERDADERO
10,12;0,27;1,23;-0,12;0,01;-0,04;28,5;Mov03;Mov03;1;VERDADERO
10,14;0,25;1,26;-0,13;0,02;-0,04;28,51;Mov03;Mov03;1;VERDADERO
10,15;0,23;1,28;-0,14;0,03;-0,04;28,52;Mov03;Mov03;1;VERDADERO
10,13;0,19;1,39;-0,16;0,05;-0,06;28,51;Mov03;Mov03;1;VERDADERO
10,13;0,2;1,47;-0,16;0,05;-0,07;28,5;Mov03;Mov03;1;VERDADERO
10,13;0,22;1,52;-0,17;0,04;-0,08;28,5;Mov03;Mov03;1;VERDADERO
10,23;0,42;1,49;-0,21;-0,02;-0,15;28,5;Mov03;Mov03;1;VERDADERO
10,24;0,45;1,47;-0,22;-0,02;-0,15;28,52;Mov03;Mov03;1;VERDADERO
10,24;0,5;1,44;-0,23;-0,02;-0,15;28,51;Mov03;Mov03;1;VERDADERO
10,25;0,57;1,38;-0,26;0,01;-0,13;28,51;Mov03;Mov03;1;VERDADERO
10,24;0,57;1,34;-0,27;0,02;-0,13;28,49;Mov03;Mov03;1;VERDADERO
10,22;0,57;1,33;-0,27;0,02;-0,12;28,51;Mov03;Mov03;1;VERDADERO
10,21;0,52;1,37;-0,23;0,06;-0,05;28,51;Mov03;Mov03;1;VERDADERO
10,23;0,53;1,41;-0,23;0,06;-0,04;28,52;Mov03;Mov03;1;VERDADERO
10,24;0,53;1,46;-0,22;0,05;-0,04;28,51;Mov03;Mov03;1;VERDADERO
10,35;0,49;1,55;-0,2;0,07;-0,05;28,51;Mov03;Mov03;1;VERDADERO
10,36;0,46;1,59;-0,2;0,08;-0,06;28,51;Mov03;Mov03;1;VERDADERO
10,37;0,43;1,62;-0,2;0,08;-0,06;28,52;Mov03;Mov03;1;VERDADERO
10,37;0,51;1,69;-0,21;0,09;-0,05;28,5;Mov03;Mov03;1;VERDADERO
10,36;0,56;1,73;-0,21;0,08;-0,04;28,49;Mov03;Mov03;1;VERDADERO
10,33;0,57;1,75;-0,21;0,08;-0,03;28,49;Mov03;Mov03;1;VERDADERO
10,12;0,42;1,79;-0,19;0,05;0;28,5;Mov03;Mov03;1;VERDADERO
10,1;0,36;1,82;-0,19;0,03;0;28,51;Mov03;Mov03;1;VERDADERO
10,1;0,32;1,8;-0,18;0,02;0,01;28,51;Mov03;Mov03;1;VERDADERO
10,16;0,3;1,71;-0,17;-0,01;0,01;28,5;Mov03;Mov03;1;VERDADERO
10,22;0,29;1,64;-0,18;-0,03;0;28,52;Mov03;Mov03;1;VERDADERO
10,25;0,27;1,59;-0,18;-0,03;0;28,52;Mov03;Mov03;1;VERDADERO
10,5;-0,05;1,45;-0,15;-0,02;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,54;-0,08;1,48;-0,14;-0,02;-0,01;28,52;Mov03;Mov03;1;VERDADERO
10,58;-0,09;1,5;-0,13;-0,03;-0,02;28,51;Mov03;Mov03;1;VERDADERO
11,19;0,02;1,61;-0,09;-0,05;-0,03;28,49;Mov03;Mov03;1;VERDADERO
11,29;0;1,61;-0,09;-0,05;-0,03;28,51;Mov03;Mov03;1;VERDADERO
11,4;-0,02;1,65;-0,09;-0,05;-0,02;28,51;Mov03;Mov03;1;VERDADERO
11,59;-0,08;1,75;-0,1;-0,02;0,02;28,52;Mov03;Mov03;1;VERDADERO
11,6;-0,09;1,84;-0,1;-0,01;0,04;28,52;Mov03;Mov03;1;VERDADERO
11,57;-0,13;1,94;-0,11;0;0,06;28,52;Mov03;Mov00;0,6914;FALSO
11,27;-0,36;2,14;-0,17;-0,05;0,12;28,5;Mov03;Mov00;0,6914;FALSO
11,21;-0,38;2,11;-0,18;-0,07;0,12;28,51;Mov03;Mov00;0,6914;FALSO
11,14;-0,42;2,04;-0,18;-0,09;0,13;28,51;Mov03;Mov00;0,6914;FALSO
11,01;-0,53;1,82;-0,18;-0,14;0,14;28,5;Mov03;Mov00;0,6914;FALSO
10,94;-0,58;1,76;-0,17;-0,15;0,15;28,51;Mov03;Mov00;0,4844;FALSO
10,89;-0,58;1,73;-0,17;-0,15;0,15;28,51;Mov03;Mov00;0,4844;FALSO
10,4;-0,45;1,52;-0,14;-0,14;0,19;28,51;Mov03;Mov00;0,4844;FALSO
10,36;-0,46;1,54;-0,14;-0,14;0,19;28,51;Mov03;Mov00;0,4844;FALSO
10,31;-0,48;1,55;-0,14;-0,13;0,18;28,5;Mov03;Mov00;0,4844;FALSO
10,05;-0,39;1,46;-0,11;-0,08;0,13;28,49;Mov03;Mov00;0,8171;FALSO
9,99;-0,34;1,51;-0,09;-0,07;0,13;28,49;Mov03;Mov00;0,8171;FALSO
9,95;-0,26;1,57;-0,08;-0,06;0,14;28,49;Mov03;Mov00;0,8171;FALSO
9,91;0,03;1,95;-0,03;-0,04;0,17;28,51;Mov03;Mov00;0,8171;FALSO
9,92;0,03;2;-0,03;-0,04;0,19;28,52;Mov03;Mov03;0,9766;VERDADERO
9,92;0;2,11;-0,03;-0,04;0,2;28,52;Mov03;Mov03;0,9766;VERDADERO
9,7;-0,36;2,25;-0,08;-0,09;0,24;28,51;Mov03;Mov03;0,9766;VERDADERO
9,69;-0,42;2,19;-0,09;-0,09;0,24;28,51;Mov03;Mov03;0,9766;VERDADERO
9,71;-0,47;2,12;-0,1;-0,09;0,23;28,5;Mov03;Mov03;0,9766;VERDADERO
9,7;-0,76;1,92;-0,14;-0,05;0,24;28,49;Mov03;Mov03;1;VERDADERO
9,62;-0,87;1,85;-0,15;-0,04;0,26;28,5;Mov03;Mov03;1;VERDADERO
9,53;-0,94;1,81;-0,16;-0,03;0,27;28,5;Mov03;Mov03;1;VERDADERO
9,29;-1,41;1,49;-0,15;-0,1;0,21;28,52;Mov03;Mov03;1;VERDADERO
9,25;-1,45;1,44;-0,14;-0,11;0,21;28,5;Mov03;Mov03;1;VERDADERO
